"personid","sex","Birthyeargroup","ethnicity"
"91047","1","18","1"
"446291","0","8","1"
"424415","0","10","1"
"94839","1","10","1"
"199924","1","9","1"
"213285","1","20","1"
"39917","0","18","1"
"53784","0","20","1"
"54499","1","14","1"
"457540","1","13","1"
"15442","0","14","1"
"337125","0","22","1"
"403538","0","16","1"
"394292","0","13","1"
"210202","0","16","1"
"435575","1","14","1"
"267949","0","15","1"
"58647","0","15","1"
"461793","0","17","1"
"15698","0","14","1"
"68466","0","12","1"
"153501","0","16","1"
"179866","1","14","1"
"299771","0","12","1"
"366416","1","12","1"
"257663","1","14","1"
"3509","0","23","1"
"12113","1","7","1"
"311142","1","12","1"
"325236","1","10","1"
"397128","1","12","1"
"271967","1","16","1"
"349452","1","14","1"
"455984","1","7","1"
"145932","0","19","1"
"406074","0","14","1"
"197727","0","16","1"
"135288","0","13","1"
"65741","0","12","1"
"326662","0","17","1"
"178513","0","17","1"
"324973","0","16","1"
"543","0","20","1"
"179354","1","19","1"
"328021","0","18","1"
"376340","0","15","1"
"103132","1","10","1"
"83823","1","16","1"
"232032","1","17","1"
"2539","1","10","1"
"443712","1","14","1"
"51790","1","14","1"
"427796","1","16","1"
"415196","0","15","1"
"412613","1","14","1"
"29360","1","9","1"
"391301","0","16","1"
"206858","1","15","1"
"9510","1","13","1"
"79625","1","7","1"
"385233","0","15","1"
"318128","1","13","1"
"265029","1","17","1"
"350481","0","15","1"
"339047","0","17","1"
"412836","0","9","1"
"175165","0","15","1"
"82136","0","9","1"
"420184","0","13","1"
"248684","0","17","1"
"4445","1","17","1"
"253022","1","10","1"
"252453","0","8","1"
"411909","0","9","1"
"260203","0","19","1"
"57911","0","15","1"
"269160","0","19","1"
"323175","0","15","1"
"409673","0","10","1"
"13209","0","12","1"
"179205","0","9","1"
"404460","1","12","1"
"188498","0","16","1"
"11288","1","22","1"
"69624","0","16","1"
"227637","1","9","1"
"270853","0","15","1"
"178044","0","14","1"
"238584","1","8","1"
"105182","0","12","1"
"57855","1","13","1"
"349261","0","12","1"
"360220","1","11","1"
"249485","0","13","1"
"63172","0","14","1"
"416876","1","20","1"
"402754","0","12","1"
"349794","0","16","1"
"354959","0","9","1"
"15774","1","17","1"
"176817","0","16","1"
"437859","0","10","1"
"277424","0","15","1"
"441450","0","11","1"
"127588","0","15","1"
"136417","1","13","1"
"284550","0","10","1"
"150155","0","10","1"
"305821","0","17","1"
"36200","1","17","1"
"178195","1","14","1"
"426403","1","10","1"
"326992","0","20","1"
"334230","0","9","1"
"17364","1","12","1"
"207873","1","21","1"
"277884","1","13","1"
"127982","0","8","1"
"270565","1","12","1"
"274481","0","16","1"
"15993","0","11","1"
"303843","0","16","1"
"242823","1","13","1"
"399171","1","12","1"
"161721","0","16","1"
"348603","1","22","1"
"6863","1","17","1"
"139453","0","22","1"
"328528","0","15","1"
"199701","1","16","1"
"217125","1","15","1"
"174667","1","8","1"
"762","0","10","1"
"371983","1","19","1"
"70439","0","16","1"
"218642","1","13","1"
"351035","0","17","1"
"20427","0","17","1"
"56174","1","13","1"
"33178","1","15","1"
"208995","0","14","1"
"122618","0","15","1"
"278053","1","23","1"
"310731","0","17","1"
"138936","1","11","1"
"443558","0","15","1"
"229856","0","14","1"
"354320","1","14","1"
"420520","1","13","1"
"431513","0","18","1"
"140664","1","18","1"
"141362","1","11","1"
"88705","0","15","1"
"378597","1","15","1"
"323824","0","19","1"
"322621","1","7","1"
"424141","0","11","1"
"7326","0","13","1"
"259605","1","9","1"
"325118","1","13","1"
"65884","1","13","1"
"409856","0","17","1"
"188561","1","12","1"
"368270","1","22","1"
"81065","1","8","1"
"338550","0","17","1"
"93767","1","14","1"
"55906","0","11","1"
"261371","0","13","1"
"188690","0","16","1"
"133504","0","15","1"
"104240","0","16","1"
"440200","0","12","1"
"128145","1","19","1"
"73660","0","12","1"
"169756","1","18","1"
"307079","0","15","1"
"418290","0","9","1"
"328846","1","8","1"
"433592","1","18","1"
"246820","1","17","1"
"387311","1","22","1"
"369505","1","13","1"
"140686","0","10","1"
"407892","1","22","1"
"64511","1","13","1"
"293264","0","15","1"
"195137","0","12","1"
"454811","1","14","1"
"375257","0","19","1"
"428846","1","13","1"
"284614","0","14","1"
"147122","1","17","1"
"382102","1","14","1"
"414356","0","8","1"
"16992","1","14","1"
"121963","1","16","1"
"20432","0","18","1"
"64864","1","14","1"
"291286","1","17","1"
"173639","1","14","1"
"388509","0","9","1"
"263736","1","16","1"
"181615","1","12","1"
"226152","0","9","1"
"254718","0","7","1"
"211358","1","13","0"
"394551","0","14","1"
"431393","0","18","1"
"421077","0","19","1"
"207733","1","13","1"
"427187","0","14","1"
"44061","0","10","1"
"370097","1","10","1"
"396958","0","12","1"
"308576","1","19","1"
"165439","1","15","1"
"321125","0","16","1"
"16477","0","20","1"
"400175","1","13","1"
"162398","1","11","1"
"135073","0","24","1"
"437706","1","11","1"
"360263","0","13","1"
"82127","1","13","1"
"96799","1","18","1"
"424012","0","15","1"
"313851","1","20","1"
"13586","1","12","1"
"368949","1","13","1"
"244471","0","16","1"
"321372","0","16","1"
"360815","0","18","1"
"127144","1","10","1"
"42288","1","14","1"
"201351","0","10","1"
"340237","1","14","1"
"169761","1","21","1"
"422474","1","17","1"
"144136","1","17","1"
"439657","1","20","1"
"381554","1","8","1"
"308116","1","9","1"
"331191","1","14","1"
"369274","1","11","1"
"271864","1","19","1"
"386317","0","15","1"
"14655","0","22","1"
"72683","0","11","1"
"249331","1","9","1"
"314037","0","20","1"
"327292","1","16","1"
"395221","1","14","1"
"254546","1","13","1"
"163898","1","22","1"
"372944","0","10","1"
"100358","1","15","1"
"76968","1","11","1"
"185938","0","14","1"
"104338","0","6","1"
"436685","0","13","1"
"365374","1","12","1"
"50744","1","8","1"
"137575","0","15","1"
"315383","0","14","1"
"3459","0","15","1"
"30095","0","9","1"
"456432","1","7","1"
"430301","1","11","1"
"78945","0","19","1"
"259543","1","21","1"
"174400","0","15","1"
"136326","1","14","1"
"57255","1","8","1"
"313699","0","9","1"
"446312","0","8","1"
"168955","0","7","1"
"54503","0","17","1"
"252661","0","13","1"
"125521","1","15","1"
"216718","0","9","1"
"423937","1","15","1"
"232611","0","12","1"
"221159","0","14","1"
"318648","1","12","1"
"357027","1","18","1"
"106103","0","16","1"
"24215","1","16","1"
"199092","0","15","1"
"350065","0","14","1"
"113367","0","17","1"
"194809","1","20","1"
"41566","1","22","1"
"15795","0","10","1"
"414002","1","22","1"
"456414","0","12","1"
"65932","0","13","1"
"321057","1","16","1"
"371510","0","15","1"
"2334","1","13","1"
"30749","0","16","1"
"115007","0","14","1"
"285149","0","19","1"
"325182","0","19","1"
"27886","0","16","1"
"11892","0","13","1"
"233558","0","21","1"
"110011","0","16","1"
"65377","0","10","1"
"255334","0","12","1"
"394263","0","16","1"
"401904","0","14","1"
"377114","0","16","1"
"76060","0","13","1"
"290772","1","21","1"
"396548","1","20","1"
"119480","1","15","1"
"163274","1","15","1"
"52519","1","16","1"
"50171","0","10","1"
"399085","1","9","1"
"319943","1","16","1"
"212389","1","15","1"
"58921","0","15","1"
"36160","1","16","1"
"423037","1","9","1"
"147614","1","13","1"
"253808","0","13","1"
"400969","1","21","1"
"359031","1","12","1"
"454909","0","14","1"
"260727","1","10","1"
"269090","1","13","1"
"385512","1","14","1"
"375110","0","13","1"
"275241","0","19","1"
"433840","0","10","1"
"54088","1","13","1"
"143953","0","8","1"
"450376","0","17","1"
"148857","1","21","1"
"139329","0","15","1"
"315435","0","21","1"
"265565","1","15","1"
"179642","1","18","1"
"44535","0","12","1"
"389708","1","12","1"
"277081","1","16","1"
"437636","1","16","1"
"87492","0","14","1"
"381494","0","15","1"
"337259","0","15","1"
"304022","0","16","1"
"177392","0","6","1"
"388217","1","14","1"
"442486","0","14","1"
"419258","0","11","1"
"241018","0","9","1"
"423871","0","8","1"
"346489","0","5","1"
"176245","1","15","1"
"17885","1","14","1"
"11887","1","14","1"
"415986","1","19","1"
"258526","0","20","1"
"135589","1","12","1"
"240655","1","12","1"
"231572","1","15","1"
"205182","1","9","1"
"452282","0","15","1"
"17908","1","13","1"
"253507","0","15","1"
"272463","0","14","1"
"80720","1","11","1"
"166584","1","14","1"
"4297","0","18","1"
"279376","0","20","1"
"158838","0","15","1"
"82253","1","20","1"
"135421","1","10","1"
"351336","0","15","1"
"352233","1","6","1"
"198494","0","14","1"
"104398","0","17","0"
"172382","0","15","1"
"398429","1","14","1"
"122291","1","13","1"
"64479","0","10","1"
"174897","0","21","1"
"171135","1","7","1"
"354675","0","9","1"
"444249","0","19","1"
"206777","0","11","1"
"458894","1","18","1"
"145786","1","9","1"
"316569","0","10","1"
"57829","0","15","1"
"238589","0","16","1"
"281474","0","13","1"
"67596","0","11","1"
"250754","0","15","1"
"382395","0","13","1"
"343564","0","11","1"
"11335","0","11","1"
"227032","0","15","1"
"234119","0","12","1"
"109423","1","15","1"
"448387","1","10","1"
"410594","0","10","1"
"180124","0","15","1"
"111373","0","18","1"
"215079","0","7","1"
"96713","0","17","1"
"408908","0","7","1"
"450488","0","14","1"
"428369","1","12","1"
"60480","0","10","1"
"68057","1","16","1"
"3332","1","19","1"
"430015","0","5","1"
"71581","1","16","1"
"20373","1","19","1"
"27882","1","18","1"
"296453","0","12","1"
"336440","0","18","1"
"423387","1","13","1"
"189272","1","9","1"
"434253","0","16","1"
"355207","1","11","1"
"70647","1","8","1"
"241728","1","14","1"
"15487","1","11","1"
"74442","1","11","1"
"118606","0","14","1"
"172912","1","8","1"
"85910","1","12","1"
"319506","1","17","1"
"352536","1","15","1"
"446440","0","18","1"
"434431","0","19","1"
"237945","0","11","1"
"267333","1","16","1"
"56114","1","11","1"
"21460","1","10","1"
"247154","1","12","1"
"110232","0","16","1"
"412278","1","10","1"
"54485","0","15","1"
"361562","0","15","1"
"18829","1","19","1"
"66196","0","12","1"
"63360","0","16","1"
"19641","0","16","1"
"160273","1","15","1"
"320162","0","18","1"
"381983","1","12","1"
"197178","1","21","1"
"79853","0","13","1"
"204597","0","14","1"
"256430","0","21","1"
"129411","1","11","1"
"281465","1","16","1"
"145174","0","11","1"
"325314","0","12","1"
"276221","0","15","1"
"6974","0","10","1"
"377566","0","16","0"
"196715","0","17","1"
"86712","0","16","1"
"236318","0","12","1"
"232676","0","14","1"
"119916","0","17","0"
"340395","0","18","1"
"258042","1","17","1"
"1669","0","16","1"
"317208","0","18","1"
"450511","1","16","1"
"112096","0","15","1"
"458071","1","10","1"
"329462","0","13","1"
"99172","1","14","1"
"72901","0","7","1"
"319437","0","11","0"
"415444","0","9","1"
"234058","1","10","1"
"76136","1","8","1"
"404305","1","11","1"
"296911","0","13","1"
"9630","1","15","1"
"182582","1","14","1"
"27546","0","14","1"
"435799","1","14","1"
"347263","1","13","1"
"423083","1","11","1"
"379516","1","14","1"
"43095","1","11","1"
"57213","0","9","1"
"232622","0","13","1"
"50379","0","16","1"
"222030","1","11","1"
"80971","0","15","1"
"268135","1","9","1"
"407680","1","11","1"
"221023","1","17","1"
"92844","1","16","1"
"331970","0","16","1"
"346397","1","15","1"
"371101","0","18","1"
"188380","1","14","1"
"294243","0","15","1"
"234931","0","12","1"
"340642","1","18","1"
"342177","0","17","1"
"215142","0","12","1"
"86742","0","13","1"
"107805","1","11","1"
"82607","0","16","1"
"128056","0","15","1"
"151183","0","17","1"
"143274","1","17","1"
"206320","1","19","1"
"103607","0","15","1"
"92398","0","9","1"
"274849","0","17","0"
"193746","0","17","1"
"314231","0","17","1"
"259449","1","15","1"
"64102","1","14","1"
"140564","1","15","1"
"165550","1","15","1"
"106289","0","16","1"
"304146","0","16","1"
"106410","1","17","1"
"259317","0","16","1"
"97549","0","16","1"
"147497","0","13","1"
"102020","0","12","1"
"120019","1","12","1"
"291416","0","15","1"
"372182","0","12","1"
"431859","0","16","1"
"238883","1","13","1"
"111711","0","12","1"
"358802","0","10","1"
"412229","1","14","1"
"249193","0","14","1"
"24468","1","18","1"
"400140","1","15","1"
"199454","0","10","1"
"25616","1","11","1"
"206751","0","16","1"
"111322","0","9","1"
"285575","0","3","1"
"448451","0","10","1"
"379509","0","19","1"
"313866","1","10","1"
"128446","0","15","1"
"105700","1","20","1"
"280722","1","12","1"
"405377","0","7","1"
"241287","1","22","1"
"184459","0","12","1"
"231609","1","13","1"
"22985","1","16","1"
"334422","1","8","1"
"277632","0","17","1"
"245844","0","14","1"
"292338","1","14","1"
"390120","1","20","1"
"253688","0","9","1"
"373009","0","14","1"
"421264","1","10","1"
"136267","1","10","1"
"17275","1","11","1"
"410680","0","17","1"
"62878","0","15","1"
"19786","0","8","1"
"117353","1","18","1"
"87941","1","13","1"
"441711","1","10","1"
"206268","0","12","1"
"453764","1","16","0"
"419364","0","18","1"
"285664","0","14","1"
"426235","0","9","1"
"87627","0","12","1"
"63397","1","15","1"
"147273","0","8","1"
"342161","1","15","1"
"324758","1","14","1"
"372912","1","9","1"
"429933","1","24","1"
"263407","0","10","1"
"160766","1","9","1"
"8325","0","13","1"
"19302","1","14","1"
"331486","1","20","1"
"299320","1","10","1"
"458966","1","13","1"
"23439","0","13","1"
"116758","0","9","1"
"340045","1","13","1"
"223823","1","16","1"
"86934","1","21","1"
"131508","1","21","1"
"273637","0","9","1"
"220459","0","15","1"
"12220","1","15","1"
"222721","0","13","1"
"344558","1","10","1"
"204818","0","16","1"
"382256","0","23","1"
"88563","1","17","1"
"104538","1","14","1"
"303465","1","14","1"
"380005","0","17","1"
"180147","1","9","1"
"326111","1","11","1"
"337766","1","9","1"
"397670","0","10","1"
"92066","1","10","1"
"231173","0","14","1"
"350874","1","13","1"
"252338","0","8","1"
"62938","1","12","1"
"199916","1","21","1"
"322518","1","14","1"
"273003","1","23","1"
"363775","0","17","1"
"262488","0","19","1"
"241463","1","13","1"
"132051","0","14","1"
"216468","1","14","1"
"56523","0","15","1"
"387362","1","15","1"
"215342","0","15","1"
"83463","1","8","1"
"250597","0","12","1"
"179577","1","13","1"
"18471","1","8","1"
"121485","1","17","1"
"166670","0","14","1"
"203973","1","13","1"
"191201","1","8","1"
"424766","1","13","1"
"337633","1","15","0"
"139769","0","14","1"
"383669","0","14","1"
"166913","0","14","1"
"42098","1","16","1"
"384039","1","16","1"
"91271","0","21","1"
"350841","0","12","1"
"442390","0","16","1"
"452979","1","20","1"
"306515","0","15","1"
"306338","1","9","1"
"206340","1","16","1"
"131219","0","17","1"
"387320","1","15","1"
"241334","0","10","1"
"293124","1","13","1"
"11399","1","8","1"
"242613","0","19","1"
"154312","0","9","1"
"28398","1","14","1"
"239912","0","11","1"
"343671","0","14","1"
"127995","1","11","1"
"73666","0","15","1"
"437787","0","10","1"
"114457","1","21","1"
"156009","0","16","1"
"131321","1","16","1"
"306654","1","9","1"
"133215","1","10","1"
"374917","0","15","1"
"203552","1","19","1"
"306818","1","17","1"
"208893","1","11","1"
"54953","0","18","1"
"365187","0","10","1"
"81510","1","17","1"
"262212","0","13","1"
"58525","1","16","1"
"390147","1","22","1"
"133712","0","13","1"
"58607","1","10","1"
"180522","0","18","1"
"22559","0","13","1"
"202570","1","18","1"
"460066","1","15","1"
"354537","0","12","1"
"29340","0","12","1"
"254545","1","17","1"
"266749","0","16","1"
"271464","0","14","1"
"385534","0","15","1"
"199686","1","15","1"
"27110","1","13","1"
"441598","0","8","1"
"406057","0","10","1"
"111993","1","9","1"
"137944","1","16","1"
"866","1","12","1"
"165388","0","6","1"
"268677","0","9","1"
"113499","0","11","1"
"157096","1","6","1"
"351308","1","9","1"
"86831","0","11","1"
"385941","1","16","1"
"28842","1","18","1"
"457841","0","4","1"
"368623","0","15","1"
"96459","1","14","1"
"78152","1","15","1"
"382732","1","11","1"
"51053","0","15","1"
"324265","1","11","1"
"437947","1","21","1"
"227708","1","17","1"
"388436","0","11","1"
"67874","1","15","1"
"220160","1","12","1"
"449739","0","10","1"
"154407","1","12","1"
"328345","1","14","1"
"195446","0","11","1"
"324134","0","16","1"
"395564","1","18","1"
"328146","1","16","1"
"311945","0","6","1"
"53960","1","14","1"
"349010","1","15","1"
"15780","0","15","1"
"408810","1","14","0"
"392527","1","13","1"
"306044","1","14","1"
"235882","1","7","1"
"145696","1","22","1"
"276012","1","13","1"
"335937","1","17","1"
"85681","0","16","0"
"97172","1","17","1"
"222931","1","13","1"
"264529","1","13","1"
"68297","0","11","1"
"136470","1","22","1"
"238950","0","7","1"
"187756","0","13","1"
"262631","1","12","1"
"412833","0","16","1"
"264343","0","9","1"
"426045","1","14","1"
"153180","1","13","1"
"300814","0","15","1"
"394606","0","9","1"
"174862","1","19","1"
"450983","1","9","1"
"451602","1","14","1"
"275543","0","12","1"
"43046","1","16","1"
"407551","0","13","1"
"38935","0","11","1"
"30261","1","15","1"
"325116","1","14","1"
"314212","1","4","1"
"105128","1","15","1"
"154215","0","13","1"
"89982","0","10","1"
"198532","0","7","1"
"387822","1","14","1"
"249508","1","9","1"
"259251","1","16","1"
"131825","0","8","1"
"288725","1","15","1"
"352985","1","13","1"
"249079","0","16","1"
"270214","1","13","1"
"158812","1","7","1"
"186948","0","18","1"
"418585","1","22","1"
"438375","0","12","1"
"339003","0","14","1"
"365603","0","11","1"
"366680","1","16","1"
"231319","1","9","1"
"239035","0","16","1"
"145599","0","13","1"
"25400","0","9","1"
"290839","1","12","1"
"212600","1","10","1"
"100752","0","8","1"
"22178","1","12","1"
"28683","1","17","1"
"347399","0","4","1"
"453394","0","9","1"
"263980","0","19","1"
"4346","1","12","1"
"112561","0","14","1"
"281711","1","16","1"
"54372","0","16","1"
"77635","1","9","1"
"243634","1","9","1"
"1092","1","14","1"
"121430","0","9","1"
"97025","0","16","1"
"216824","0","18","1"
"374685","0","9","1"
"230745","1","5","1"
"435220","0","13","1"
"340854","0","16","1"
"310471","1","12","1"
"128186","1","13","1"
"409835","0","12","1"
"201554","0","9","1"
"32581","1","20","1"
"455091","1","8","1"
"134623","0","16","1"
"351278","1","18","1"
"449888","1","17","0"
"263021","1","15","1"
"280010","1","14","1"
"286024","0","15","1"
"444993","0","12","1"
"272312","1","15","0"
"411993","1","9","1"
"335983","0","16","1"
"161498","1","9","1"
"201078","0","15","1"
"17299","1","19","1"
"204005","1","9","1"
"154308","1","14","1"
"421934","0","19","1"
"449709","0","20","1"
"129852","1","8","1"
"433613","0","14","1"
"16323","1","13","1"
"243591","0","16","1"
"169094","1","12","1"
"171440","1","14","1"
"36837","1","16","1"
"385175","1","15","1"
"212939","1","7","1"
"338800","1","18","1"
"143256","0","9","1"
"21121","1","13","1"
"110080","1","15","1"
"16814","1","11","1"
"341249","0","9","1"
"409223","0","10","1"
"298930","1","14","1"
"460095","0","15","1"
"453484","1","18","1"
"90176","0","13","1"
"206822","1","11","1"
"122647","1","10","1"
"426895","0","14","1"
"20705","0","17","1"
"207228","1","22","1"
"157135","0","9","1"
"300255","0","21","1"
"160301","0","7","1"
"208215","0","11","1"
"12232","0","14","1"
"367737","0","22","1"
"403518","1","11","1"
"150858","1","16","1"
"49785","1","14","1"
"151852","0","15","1"
"171435","0","8","1"
"76285","1","15","1"
"315422","1","15","1"
"63584","0","16","1"
"337027","1","21","1"
"28623","1","19","1"
"72969","1","19","1"
"157517","0","13","1"
"353853","1","12","1"
"29780","0","10","1"
"125849","0","19","1"
"363067","1","13","1"
"124407","1","14","1"
"431671","1","16","1"
"234113","0","11","1"
"246462","1","14","1"
"285055","1","9","1"
"443553","1","14","1"
"274603","1","9","1"
"258159","0","15","1"
"236399","0","17","1"
"76823","1","16","1"
"60495","0","13","1"
"290441","0","7","1"
"208017","1","17","1"
"312432","0","17","1"
"28305","1","16","1"
"441521","0","19","1"
"157055","1","10","1"
"316841","0","21","1"
"406810","0","13","1"
"160292","0","14","1"
"55839","0","15","1"
"415757","0","17","1"
"163453","1","19","1"
"404712","1","7","1"
"208594","0","9","1"
"144838","1","17","1"
"453559","0","12","1"
"440541","0","12","1"
"177338","0","7","1"
"115430","1","12","1"
"48597","0","11","1"
"249726","0","16","1"
"117712","0","11","1"
"78955","1","22","1"
"150839","1","14","1"
"145559","0","15","1"
"21866","0","10","1"
"37535","0","18","1"
"347456","0","19","1"
"116579","0","14","1"
"443302","1","17","1"
"48601","0","12","1"
"107749","1","18","0"
"165869","1","9","1"
"306429","0","18","1"
"231215","1","19","1"
"167286","0","10","1"
"385350","1","15","1"
"224033","1","19","1"
"251783","0","14","1"
"449575","1","18","1"
"130531","0","14","1"
"50808","0","16","1"
"439592","1","12","1"
"224446","1","14","1"
"405732","0","14","1"
"202609","1","15","1"
"190485","1","14","1"
"408267","1","18","1"
"69793","1","11","1"
"235459","0","12","1"
"251353","1","18","1"
"282551","0","18","1"
"290560","1","11","1"
"341681","1","17","0"
"274439","1","16","1"
"376701","0","16","1"
"4199","1","15","1"
"359684","0","10","1"
"431656","1","13","1"
"92148","1","17","1"
"266818","1","14","1"
"85484","1","14","1"
"86074","0","8","1"
"152295","0","10","1"
"126966","0","16","1"
"343064","0","20","0"
"417066","0","14","1"
"415343","0","15","1"
"6656","1","14","1"
"199712","0","17","1"
"124850","0","8","1"
"337903","0","14","1"
"60390","1","16","1"
"419289","0","10","1"
"74005","0","9","1"
"431536","1","13","1"
"152589","0","21","1"
"451058","1","9","1"
"37725","1","15","1"
"220694","0","11","1"
"260297","0","20","1"
"777","1","14","1"
"452240","0","9","1"
"329129","1","16","1"
"137800","1","18","1"
"292713","1","6","1"
"458163","0","10","1"
"12016","1","12","1"
"272645","1","13","1"
"3886","0","11","1"
"34836","0","13","1"
"292830","1","20","1"
"124170","0","18","1"
"376848","0","16","1"
"8189","0","13","1"
"285891","0","14","1"
"69846","1","8","1"
"216761","0","14","1"
"10289","1","10","1"
"114278","0","13","1"
"433847","0","10","1"
"16258","0","13","1"
"441304","0","14","1"
"172359","1","11","1"
"418327","1","18","1"
"81223","1","10","1"
"316303","0","20","1"
"349314","1","11","1"
"97653","1","10","1"
"84819","1","19","1"
"305111","1","23","1"
"111231","1","15","1"
"428659","0","16","1"
"4555","1","14","1"
"213457","1","16","1"
"406409","1","11","1"
"13988","1","13","1"
"360218","1","11","1"
"163548","0","15","1"
"2473","0","19","1"
"305257","0","15","1"
"157553","1","20","1"
"192272","0","10","1"
"18058","1","12","1"
"161044","0","16","1"
"409762","1","16","1"
"359137","1","6","1"
"255246","0","15","1"
"126792","1","13","1"
"394865","0","17","0"
"334848","1","16","1"
"345608","0","13","1"
"437","1","13","1"
"216981","0","15","1"
"443944","0","12","1"
"374347","0","9","1"
"30887","0","14","1"
"187891","0","9","1"
"361173","0","9","1"
"458190","1","16","1"
"61727","0","10","1"
"450123","1","12","1"
"350440","0","9","1"
"403385","0","17","1"
"310242","1","11","1"
"392629","1","15","1"
"348928","0","12","1"
"307369","1","15","1"
"391409","1","15","1"
"192638","0","13","1"
"12496","1","8","1"
"188910","0","23","1"
"10425","0","15","1"
"134229","1","10","1"
"126753","0","11","1"
"109652","1","19","1"
"149676","0","18","1"
"385572","1","10","1"
"220724","1","13","1"
"407440","0","23","1"
"147307","0","14","1"
"362120","0","22","1"
"428768","0","17","1"
"457470","1","16","1"
"79331","0","13","1"
"313113","1","13","1"
"12012","1","16","1"
"298665","1","13","1"
"17230","1","12","1"
"322591","0","14","1"
"133369","0","16","1"
"436847","0","16","1"
"140518","1","10","1"
"351702","0","15","1"
"29487","0","8","1"
"419027","1","15","1"
"305081","1","13","1"
"6672","0","16","1"
"5029","1","14","1"
"272724","0","19","1"
"394099","0","14","1"
"341483","1","4","1"
"268676","0","11","1"
"146426","0","12","1"
"73126","0","15","1"
"250477","0","13","1"
"75471","0","19","1"
"421327","0","16","1"
"285185","0","17","1"
"326366","0","10","1"
"393250","0","17","1"
"399283","1","12","1"
"128539","0","11","1"
"336296","1","10","1"
"82065","0","15","1"
"57257","0","15","1"
"12689","0","14","1"
"59187","0","16","1"
"47698","0","15","1"
"326289","1","11","1"
"271186","0","7","1"
"213662","0","14","1"
"94390","1","11","1"
"379304","1","13","1"
"429729","1","9","1"
"122082","1","21","1"
"460290","1","14","1"
"59348","1","12","1"
"61817","0","9","1"
"59054","0","13","1"
"141682","0","21","1"
"84427","0","9","1"
"427365","0","15","1"
"42464","0","12","1"
"164552","0","14","1"
"242027","0","15","1"
"218787","1","16","1"
"354689","0","16","1"
"430096","1","13","1"
"146266","1","12","1"
"344138","1","10","1"
"98530","1","17","1"
"440754","0","14","1"
"45933","1","8","1"
"56868","0","11","1"
"97207","0","17","1"
"435159","0","14","1"
"147622","0","16","1"
"31952","1","10","1"
"156176","1","12","1"
"45840","1","11","1"
"371585","1","6","1"
"65588","0","9","1"
"304789","1","9","1"
"196821","1","14","1"
"131890","1","14","1"
"440843","1","21","1"
"334021","1","9","1"
"19357","1","14","1"
"136977","1","17","1"
"24302","0","16","1"
"4863","1","15","1"
"449354","1","14","1"
"78091","0","15","1"
"364154","0","14","1"
"330276","1","23","1"
"419334","1","15","1"
"246803","0","9","1"
"133092","0","20","1"
"178406","0","20","1"
"144771","1","16","1"
"448460","0","11","1"
"351490","1","7","1"
"412596","0","9","1"
"390880","0","9","1"
"340095","1","16","1"
"182533","0","8","1"
"321639","1","14","1"
"410069","0","14","1"
"254816","0","8","1"
"393110","0","17","1"
"47697","1","18","1"
"195880","1","13","1"
"449498","1","19","1"
"108952","0","6","1"
"275406","1","17","1"
"338036","0","11","1"
"78320","0","16","1"
"30650","1","15","1"
"331408","0","16","1"
"134012","1","13","1"
"450585","1","14","1"
"50887","0","23","1"
"245929","0","19","1"
"136862","0","15","1"
"369174","1","5","1"
"278207","0","14","1"
"127186","1","19","1"
"296369","0","18","1"
"146450","1","15","1"
"12961","0","13","1"
"288095","1","16","1"
"422522","0","9","1"
"180271","0","11","1"
"223896","0","7","1"
"380544","1","12","1"
"15848","0","21","1"
"308948","0","18","1"
"422021","0","19","1"
"401501","1","17","1"
"50869","0","17","1"
"152805","1","15","1"
"274985","0","7","1"
"382297","1","15","1"
"415569","1","15","1"
"416256","0","9","1"
"226965","1","19","1"
"428142","1","12","1"
"362349","0","7","1"
"9492","1","13","1"
"100055","0","14","1"
"204456","0","15","1"
"250577","1","8","1"
"349638","0","12","1"
"391481","1","19","1"
"136162","0","11","1"
"91363","1","10","1"
"408895","0","9","1"
"29825","0","10","1"
"123926","0","15","1"
"454443","0","11","1"
"447466","1","13","1"
"160061","1","10","1"
"288679","1","20","1"
"164720","1","18","1"
"55466","1","20","1"
"79696","1","15","1"
"427817","0","10","1"
"68401","1","14","1"
"205634","0","19","1"
"239443","1","15","1"
"37016","0","14","1"
"350719","0","22","1"
"5963","1","15","1"
"342399","1","17","1"
"376152","0","10","1"
"363624","0","17","1"
"423822","1","18","1"
"228241","0","10","1"
"396311","0","18","1"
"222171","1","16","1"
"293317","1","9","1"
"317136","1","19","1"
"196828","0","17","1"
"180924","0","12","1"
"77007","1","22","1"
"253524","0","13","1"
"441178","0","21","1"
"149181","1","16","1"
"20583","0","14","1"
"242501","0","20","1"
"159032","0","13","1"
"396055","0","14","1"
"387972","1","16","1"
"260452","0","15","1"
"356982","0","16","1"
"62415","0","14","1"
"14334","0","15","1"
"360737","1","7","1"
"459798","1","8","1"
"400227","1","16","1"
"429371","1","16","1"
"80142","1","17","1"
"178476","0","13","1"
"79972","1","6","1"
"122243","0","14","1"
"430571","1","14","1"
"342777","1","18","1"
"187528","0","5","1"
"44431","1","10","1"
"34604","1","15","1"
"328164","0","14","1"
"447727","0","9","1"
"156730","1","13","1"
"357637","1","15","1"
"93595","0","13","1"
"458334","0","14","1"
"172236","0","9","1"
"349225","0","23","1"
"374979","1","14","1"
"153020","0","20","1"
"301166","1","16","1"
"192650","1","15","1"
"302435","1","16","1"
"134407","0","7","1"
"12643","1","11","1"
"434702","0","12","1"
